doc_id,entity_id,surface,start,end,gold_cpe,cpe_family,relation_ids,linked_cves,audit_status
"aa23-215a","E194","BIG-IP","11303","11309","cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*","a:f5:big-ip","R52","CVE-2020-5902","canonical_family_but_not_linked_cve"
"aa23-215a","E195","WebLogic Server","11531","11546","cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*","a:oracle:weblogic_server","R55","CVE-2020-14882","validated_linked_cve_family"
"aa23-215a","E196","WebLogic Server","11585","11600","cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*","a:oracle:weblogic_server","R56","CVE-2020-14883","validated_linked_cve_family"
"aa23-215a","E197","SMA100","11649","11655","cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*","o:sonicwall:sma_100_firmware","R57","CVE-2021-20016","validated_linked_cve_family"
"aa23-215a","E198","Exchange Server","11801","11816","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R59","CVE-2021-26855","validated_linked_cve_family"
"aa23-215a","E199","Exchange Server","11903","11918","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R61","CVE-2021-27065","validated_linked_cve_family"
"aa23-215a","E200","Exchange Server","12048","12063","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R63","CVE-2021-26858","validated_linked_cve_family"
"aa23-215a","E201","Exchange Server","12118","12133","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R64","CVE-2021-26857","validated_linked_cve_family"
"aa23-215a","E202","Email Security","12206","12220","cpe:2.3:a:sonicwall:email_security:*:*:*:*:*:*:*:*","a:sonicwall:email_security","R66","CVE-2021-20021","validated_linked_cve_family"
"aa23-215a","E203","HTTP Server","12317","12328","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R68","CVE-2021-40438","validated_linked_cve_family"
"aa23-215a","E204","HTTP Server","12423","12434","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R70","CVE-2021-41773","validated_linked_cve_family"
"aa23-215a","E205","HTTP Server","12566","12577","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R72","CVE-2021-42013","validated_linked_cve_family"
"aa23-215a","E206","SMA 100 Series","12712","12726","cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*","o:sonicwall:sma_100_firmware","R74","CVE-2021-20038","canonical_family_but_not_linked_cve"
"aa23-215a","E207","Log4j","12854","12859","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R77","CVE-2021-45046","validated_linked_cve_family"
"aa23-215a","E208","FortiOS","13016","13023","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R79","CVE-2022-42475","validated_linked_cve_family"
"aa23-215a","E209","Collaboration Suite","13102","13121","cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*","a:zimbra:collaboration","R81","CVE-2022-24682","canonical_family_but_not_linked_cve"
"aa23-215a","E210","Internet Communication Manager (ICM)","13257","13293","cpe:2.3:a:sap:internet_communication_manager:*:*:*:*:*:*:*:*","a:sap:internet_communication_manager","R83","CVE-2022-22536","canonical_family_but_not_linked_cve"
"aa23-215a","E211","Spring Cloud","13435","13447","cpe:2.3:a:vmware:spring_cloud_function:*:*:*:*:*:*:*:*","a:vmware:spring_cloud_function","R85","CVE-2022-22963","validated_linked_cve_family"
"aa23-215a","E212","Zimbra Collaboration Suite","13767","13793","cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*","a:zimbra:collaboration","R89","CVE-2022-27924","canonical_family_but_not_linked_cve"
"aa23-215a","E213","Windows CSRSS","13944","13957","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R91","CVE-2022-22047","canonical_family_but_not_linked_cve"
"aa23-215a","E214","QNAP NAS","14040","14048","cpe:2.3:h:qnap:nas:*:*:*:*:*:*:*:*","h:qnap:nas","R93","CVE-2022-27593","canonical_family_but_not_linked_cve"
"aa23-215a","E215","Exchange Server","14179","14194","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R95","CVE-2022-41082","validated_linked_cve_family"
"aa23-215a","E216","FortiOS","14252","14259","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R96","CVE-2022-40684","validated_linked_cve_family"
"aa23-215a","E217","FortiProxy","14261","14271","cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*","a:fortinet:fortiproxy","R97","CVE-2022-40684","validated_linked_cve_family"
"aa23-215a","E218","FortiSwitchManager","14273","14291","cpe:2.3:a:fortinet:fortiswitchmanager:*:*:*:*:*:*:*:*","a:fortinet:fortiswitchmanager","R98","CVE-2022-40684","validated_linked_cve_family"
"aa23-215a","E219","Office","25891","25897","cpe:2.3:a:microsoft:office:*:*:*:*:*:*:*:*","a:microsoft:office","R100","CVE-2017-11882","validated_linked_cve_family"
"aa23-215a","E220","FortiOS","26008","26015","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R101","CVE-2018-13379","validated_linked_cve_family"
"aa23-215a","E221","FortiProxy","26020","26030","cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*","a:fortinet:fortiproxy","R102","CVE-2018-13379","validated_linked_cve_family"
"aa23-215a","E222","Pulse Connect Secure","26640","26660","cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*","a:ivanti:connect_secure","R103","CVE-2019-11510","validated_linked_cve_family"
"aa23-215a","E223","Remote Desktop Services","27305","27328","cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*","o:microsoft:windows","R104","CVE-2019-0708","canonical_family_but_not_linked_cve"
"aa23-215a","E224","SD-WAN WANOP","27729","27741","cpe:2.3:a:citrix:sd-wan:*:*:*:*:*:*:*:*","a:citrix:sd-wan","R105","CVE-2019-19781","canonical_family_but_not_linked_cve"
"aa23-215a","E225","BIG IP","28261","28267","cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*","a:f5:big-ip","R106","CVE-2020-5902","canonical_family_but_not_linked_cve"
"aa23-215a","E226","Windows Server","28515","28529","cpe:2.3:o:microsoft:windows_server:*:*:*:*:*:*:*:*","o:microsoft:windows_server","R107","CVE-2020-1472","canonical_family_but_not_linked_cve"
"aa23-215a","E227","WebLogic Server","28961","28976","cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*","a:oracle:weblogic_server","R108","CVE-2020-14882","validated_linked_cve_family"
"aa23-215a","E228","WebLogic Server","29123","29138","cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*","a:oracle:weblogic_server","R109","CVE-2020-14883","validated_linked_cve_family"
"aa23-215a","E229","SSLVPN SMA100","29288","29301","cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*","o:sonicwall:sma_100_firmware","R110","CVE-2021-20016","validated_linked_cve_family"
"aa23-215a","E230","Exchange Server","29425","29440","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R111","CVE-2021-26855","validated_linked_cve_family"
"aa23-215a","E231","Exchange Server","29626","29641","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R112","CVE-2021-26857","validated_linked_cve_family"
"aa23-215a","E232","Exchange Server","29827","29842","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R113","CVE-2021-26858","validated_linked_cve_family"
"aa23-215a","E233","Email Security","30212","30226","cpe:2.3:a:sonicwall:email_security:*:*:*:*:*:*:*:*","a:sonicwall:email_security","R114","CVE-2021-20021","validated_linked_cve_family"
"aa23-215a","E234","Exchange Server","30376","30391","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R115","CVE-2021-31207","validated_linked_cve_family"
"aa23-215a","E235","Confluence","30667","30677","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R116","CVE-2022-26134","canonical_family_but_not_linked_cve"
"aa23-215a","E236","Exchange Server","31019","31034","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R117","CVE-2021-34473","validated_linked_cve_family"
"aa23-215a","E237","Microsoft Exchange Server","31311","31336","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R118","CVE-2021-34523","validated_linked_cve_family"
"aa23-215a","E238","Confluence","31676","31686","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R119","CVE-2021-26084","canonical_family_but_not_linked_cve"
"aa23-215a","E239","ManageEngine ADSelfService Plus","32035","32066","cpe:2.3:a:zohocorp:manageengine_adselfservice_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_adselfservice_plus","R120","CVE-2021-40539","validated_linked_cve_family"
"aa23-215a","E240","HTTP Server","32278","32289","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R121","CVE-2021-40438","validated_linked_cve_family"
"aa23-215a","E241","Apache HTTP Server","32323","32341","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R122","CVE-2021-41773","validated_linked_cve_family"
"aa23-215a","E242","Apache HTTP Server","32412","32430","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*","a:apache:http_server","R123","CVE-2021-42013","validated_linked_cve_family"
"aa23-215a","E243","SMA 100 Series","32504","32518","cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*","o:sonicwall:sma_100_firmware","R124","CVE-2021-20038","canonical_family_but_not_linked_cve"
"aa23-215a","E244","Log4j","32846","32851","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R125","CVE-2021-44228","validated_linked_cve_family"
"aa23-215a","E245","Log4j","33386","33391","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R126","CVE-2021-45046","validated_linked_cve_family"
"aa23-215a","E246","FortiOS","33468","33475","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R127","CVE-2022-42475","validated_linked_cve_family"
"aa23-215a","E247","FortiProxy","33595","33605","cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*","a:fortinet:fortiproxy","R128","CVE-2022-42475","validated_linked_cve_family"
"aa23-215a","E248","Zimbra Collaboration Suite","33725","33751","cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*","a:zimbra:collaboration","R129","CVE-2022-24682","canonical_family_but_not_linked_cve"
"aa23-215a","E249","NetWeaver Application Server ABAP","33887","33920","cpe:2.3:a:sap:netweaver_application_server_abap:*:*:*:*:*:*:*:*","a:sap:netweaver_application_server_abap","R130","CVE-2022-22536","validated_linked_cve_family"
"aa23-215a","E250","SAP NetWeaver Application Server Java","33922","33959","cpe:2.3:a:sap:netweaver_application_server_java:*:*:*:*:*:*:*:*","a:sap:netweaver_application_server_java","R131","CVE-2022-22536","canonical_family_but_not_linked_cve"
"aa23-215a","E251","ABAP Platform","33961","33974","cpe:2.3:a:sap:abap_platform:*:*:*:*:*:*:*:*","a:sap:abap_platform","R132","CVE-2022-22536","canonical_family_but_not_linked_cve"
"aa23-215a","E252","SAP Content Server","33976","33994","cpe:2.3:a:sap:content_server:*:*:*:*:*:*:*:*","a:sap:content_server","R133","CVE-2022-22536","validated_linked_cve_family"
"aa23-215a","E253","SAP Web Dispatcher","34005","34023","cpe:2.3:a:sap:web_dispatcher:*:*:*:*:*:*:*:*","a:sap:web_dispatcher","R134","CVE-2022-22536","validated_linked_cve_family"
"aa23-215a","E254","Spring Cloud Function","34345","34366","cpe:2.3:a:vmware:spring_cloud_function:*:*:*:*:*:*:*:*","a:vmware:spring_cloud_function","R135","CVE-2022-22963","validated_linked_cve_family"
"aa23-215a","E255","Workspace ONE Access","34539","34559","cpe:2.3:a:vmware:workspace_one_access:*:*:*:*:*:*:*:*","a:vmware:workspace_one_access","R136","CVE-2022-22954","validated_linked_cve_family"
"aa23-215a","E256","Identity Manager","34617","34633","cpe:2.3:a:vmware:identity_manager:*:*:*:*:*:*:*:*","a:vmware:identity_manager","R137","CVE-2022-22954","validated_linked_cve_family"
"aa23-215a","E257","vRealize Automation","34668","34687","cpe:2.3:a:vmware:vrealize_automation:*:*:*:*:*:*:*:*","a:vmware:vrealize_automation","R138","CVE-2022-22954","validated_linked_cve_family"
"aa23-215a","E258","VMware Cloud Foundation","34705","34728","cpe:2.3:a:vmware:cloud_foundation:*:*:*:*:*:*:*:*","a:vmware:cloud_foundation","R139","CVE-2022-22954","validated_linked_cve_family"
"aa23-215a","E259","vRealize Suite Lifecycle Manager","34743","34775","cpe:2.3:a:vmware:vrealize_suite_lifecycle_manager:*:*:*:*:*:*:*:*","a:vmware:vrealize_suite_lifecycle_manager","R140","CVE-2022-22954","validated_linked_cve_family"
"aa23-215a","E260","Workspace ONE Access","34886","34906","cpe:2.3:a:vmware:workspace_one_access:*:*:*:*:*:*:*:*","a:vmware:workspace_one_access","R141","CVE-2022-22960","validated_linked_cve_family"
"aa23-215a","E261","Identity Manager","34960","34976","cpe:2.3:a:vmware:identity_manager:*:*:*:*:*:*:*:*","a:vmware:identity_manager","R142","CVE-2022-22960","validated_linked_cve_family"
"aa23-215a","E262","vRealize Automation","34988","35007","cpe:2.3:a:vmware:vrealize_automation:*:*:*:*:*:*:*:*","a:vmware:vrealize_automation","R143","CVE-2022-22960","validated_linked_cve_family"
"aa23-215a","E263","VMware Cloud Foundation","35075","35098","cpe:2.3:a:vmware:cloud_foundation:*:*:*:*:*:*:*:*","a:vmware:cloud_foundation","R144","CVE-2022-22960","validated_linked_cve_family"
"aa23-215a","E264","vRealize Suite Lifecycle Manager","35150","35182","cpe:2.3:a:vmware:vrealize_suite_lifecycle_manager:*:*:*:*:*:*:*:*","a:vmware:vrealize_suite_lifecycle_manager","R145","CVE-2022-22960","validated_linked_cve_family"
"aa23-215a","E265","WSO2 API Manager","35241","35257","cpe:2.3:a:wso2:api_manager:*:*:*:*:*:*:*:*","a:wso2:api_manager","R146","CVE-2022-29464","validated_linked_cve_family"
"aa23-215a","E266","WSO2 Identity Server","35290","35310","cpe:2.3:a:wso2:identity_server:*:*:*:*:*:*:*:*","a:wso2:identity_server","R147","CVE-2022-29464","validated_linked_cve_family"
"aa23-215a","E267","WSO2 Identity Server Analytics","35345","35375","cpe:2.3:a:wso2:identity_server_analytics:*:*:*:*:*:*:*:*","a:wso2:identity_server_analytics","R148","CVE-2022-29464","validated_linked_cve_family"
"aa23-215a","E268","WSO2 Identity Server as Key Manager","35409","35444","cpe:2.3:a:wso2:identity_server_as_key_manager:*:*:*:*:*:*:*:*","a:wso2:identity_server_as_key_manager","R149","CVE-2022-29464","validated_linked_cve_family"
"aa23-215a","E269","WSO2 Enterprise Integrator","35479","35505","cpe:2.3:a:wso2:enterprise_integrator:*:*:*:*:*:*:*:*","a:wso2:enterprise_integrator","R150","CVE-2022-29464","validated_linked_cve_family"
"aa23-215a","E270","Zimbra Collaboration Suite","35588","35614","cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*","a:zimbra:collaboration","R151","CVE-2022-27924","canonical_family_but_not_linked_cve"
"aa23-215a","E271","F5 BIG-IP","35715","35724","cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*","a:f5:big-ip","R152","CVE-2022-1388","canonical_family_but_not_linked_cve"
"aa23-215a","E272","Exchange Server","36043","36058","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R153","CVE-2022-30190","canonical_family_but_not_linked_cve"
"aa23-215a","E273","QNAP NAS","36339","36347","cpe:2.3:h:qnap:nas:*:*:*:*:*:*:*:*","h:qnap:nas","R154","CVE-2022-27593","canonical_family_but_not_linked_cve"
"aa23-215a","E274","Photo Station","36356","36369","cpe:2.3:a:qnap:photo_station:*:*:*:*:*:*:*:*","a:qnap:photo_station","R155","CVE-2022-27593","validated_linked_cve_family"
"aa23-215a","E275","Exchange Server","36474","36489","cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*","a:microsoft:exchange_server","R156","CVE-2022-41082","validated_linked_cve_family"
"aa23-215a","E276","FortiOS","36822","36829","cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*","o:fortinet:fortios","R157","CVE-2022-40684","validated_linked_cve_family"
"aa23-215a","E277","FortiProxy","36883","36893","cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*","a:fortinet:fortiproxy","R158","CVE-2022-40684","validated_linked_cve_family"
"aa23-215a","E278","FortiSwitchManager","36944","36962","cpe:2.3:a:fortinet:fortiswitchmanager:*:*:*:*:*:*:*:*","a:fortinet:fortiswitchmanager","R159","CVE-2022-40684","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E99","Zoho ManageEngine ServiceDesk Plus","9909","9943","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R1|R9","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E100","Apache Log4j","16303","16315","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R2","CVE-2021-44228","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E101","Zoho ManageEngine ServiceDesk Plus","3213","3247","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R7","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E102","Zoho ManageEngine ServiceDesk Plus","4073","4107","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R8","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E103","Zoho ManageEngine ServiceDesk Plus","26213","26247","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R10","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E104","Apache Log4j","26290","26302","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R12","CVE-2021-44228","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E105","Zoho ManageEngine ServiceDesk Plus","34966","35000","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R13","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a-manageengine-cve-47966","E106","Zoho ManageEngine ServiceDesk Plus","1548","1582","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R14","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a","E95","Zoho ManageEngine ServiceDesk Plus","3440","3474","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R1","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a","E97","Apache Log4j","17077","17089","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R3","CVE-2021-44228","validated_linked_cve_family"
"aa23-250a","E98","Zoho ManageEngine ServiceDesk Plus","1470","1504","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R5","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a","E99","Zoho ManageEngine ServiceDesk Plus","4299","4333","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R6","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a","E100","Zoho ManageEngine ServiceDesk Plus","10422","10456","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R7","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a","E101","Zoho ManageEngine ServiceDesk Plus","27424","27458","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R8","CVE-2022-47966","validated_linked_cve_family"
"aa23-250a","E102","Apache Log4j","27501","27513","cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*","a:apache:log4j","R9","CVE-2021-44228","validated_linked_cve_family"
"aa23-250a","E103","Zoho ManageEngine ServiceDesk Plus","36515","36549","cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*","a:zohocorp:manageengine_servicedesk_plus","R10","CVE-2022-47966","validated_linked_cve_family"
"aa23-278a","E92","Telerik
®
 UI for ASP.NET","20568","20593","cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*","a:progress:telerik_ui_for_asp.net_ajax","R8","CVE-2019-18935","canonical_family_but_not_linked_cve"
"aa23-278a","E93","VMware
®
 Horizon","20676","20693","cpe:2.3:a:vmware:horizon:*:*:*:*:*:*:*:*","a:vmware:horizon","R9","CVE-2021-44228","canonical_family_but_not_linked_cve"
"aa23-278a","E94","Zimbra
®
 Collaboration Suite","20820","20849","cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*","a:zimbra:collaboration","R10|R11|R12|R13|R14","CVE-2022-24682|CVE-2022-27924|CVE-2022-27925|CVE-2022-30333|CVE-2022-37042","canonical_family_but_not_linked_cve"
"aa23-289a","E1","Atlassian Confluence","1094","1114","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R1","CVE-2023-22515","canonical_family_but_not_linked_cve"
"aa23-289a","E16","Atlassian Confluence Data Center and Server","1513","1556","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R3","CVE-2023-22515","canonical_family_but_not_linked_cve"
"aa23-289a","E17","Atlassian Confluence Data Center and Server","3069","3112","cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*","a:atlassian:confluence","R4","CVE-2023-22515","canonical_family_but_not_linked_cve"
"aa23-325a-citrix-bleed-cve-4966","E21","Citrix NetScaler ADC","4610","4630","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R1","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a-citrix-bleed-cve-4966","E22","NetScaler Gateway","4635","4652","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R2","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a-citrix-bleed-cve-4966","E23","Citrix NetScaler","1815","1831","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R5","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a-citrix-bleed-cve-4966","E24","NetScaler Gateway","1875","1892","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R6","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E11","Citrix NetScaler ADC","4887","4907","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R1","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E12","NetScaler Gateway","4912","4929","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R2","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E20","Citrix NetScaler","2192","2208","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R4","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E21","NetScaler Gateway","2252","2269","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R5","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E22","NetScaler Gateway","6164","6181","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R7","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E23","NetScaler Gateway","6224","6241","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R8","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E24","NetScaler Gateway","6285","6302","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R9","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E25","NetScaler Gateway","6346","6363","cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*","a:citrix:netscaler_gateway","R10","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E26","NetScaler ADC","6146","6159","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R11","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E27","NetScaler ADC","6206","6219","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R12","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E28","NetScaler ADC","6267","6280","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R13","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E29","NetScaler ADC","6328","6341","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R14","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E30","NetScaler ADC","6385","6398","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R15","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E31","NetScaler ADC","6429","6442","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R16","CVE-2023-4966","validated_linked_cve_family"
"aa23-325a","E32","NetScaler ADC","6474","6487","cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*","a:citrix:netscaler_application_delivery_controller","R17","CVE-2023-4966","validated_linked_cve_family"
"aa23-339a-coldfusion-cve-26360","E3","Adobe ColdFusion","431","447","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R2","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a-coldfusion-cve-26360","E4","Adobe ColdFusion","1997","2013","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R3","CVE-2023-26360","validated_linked_cve_family"
"aa23-339a-coldfusion-cve-26360","E5","Adobe ColdFusion","1468","1484","cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*","a:adobe:coldfusion","R10|R4","CVE-2023-26360","validated_linked_cve_family"
