doc_id,entity_id,decision,surface,start,end,normalized_id,cpe_version,flags,basis
aa23-215a,E213,KEEP,Windows CSRSS,13944,13957,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E214,KEEP,QNAP NAS,14040,14048,cpe:2.3:h:qnap:nas:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E215,KEEP,Exchange Server,14179,14194,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E216,KEEP,FortiOS,14252,14259,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E217,KEEP,FortiProxy,14261,14271,cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E218,KEEP,FortiSwitchManager,14273,14291,cpe:2.3:a:fortinet:fortiswitchmanager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E219,KEEP,Office,25891,25897,cpe:2.3:a:microsoft:office:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E220,KEEP,FortiOS,26008,26015,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E221,KEEP,FortiProxy,26020,26030,cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E222,KEEP,Pulse Connect Secure,26640,26660,cpe:2.3:a:ivanti:connect_secure:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E223,KEEP,Remote Desktop Services,27305,27328,cpe:2.3:o:microsoft:windows:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E224,REVISE_SPAN,SD-WAN WANOP,27729,27741,cpe:2.3:a:citrix:sd-wan:*:*:*:*:*:*:*:*,*,,Remove the generic appliance class suffix while retaining the named SD-WAN WANOP product form.
aa23-215a,E225,KEEP,BIG IP,28261,28267,cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E226,KEEP,Windows Server,28515,28529,cpe:2.3:o:microsoft:windows_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E227,KEEP,WebLogic Server,28961,28976,cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E228,KEEP,WebLogic Server,29123,29138,cpe:2.3:a:oracle:weblogic_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E229,KEEP,SSLVPN SMA100,29288,29301,cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E230,KEEP,Exchange Server,29425,29440,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E231,KEEP,Exchange Server,29626,29641,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E232,KEEP,Exchange Server,29827,29842,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E233,KEEP,Email Security,30212,30226,cpe:2.3:a:sonicwall:email_security:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E234,KEEP,Exchange Server,30376,30391,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E235,KEEP,Confluence,30667,30677,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E236,KEEP,Exchange Server,31019,31034,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E237,KEEP,Microsoft Exchange Server,31311,31336,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E238,KEEP,Confluence,31676,31686,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E239,KEEP,ManageEngine ADSelfService Plus,32035,32066,cpe:2.3:a:zohocorp:manageengine_adselfservice_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E240,KEEP,HTTP Server,32278,32289,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E241,KEEP,Apache HTTP Server,32323,32341,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E242,KEEP,Apache HTTP Server,32412,32430,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E243,KEEP,SMA 100 Series,32504,32518,cpe:2.3:o:sonicwall:sma_100_firmware:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E244,KEEP,Log4j,32846,32851,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E245,KEEP,Log4j,33386,33391,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E246,KEEP,FortiOS,33468,33475,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E247,KEEP,FortiProxy,33595,33605,cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E248,KEEP,Zimbra Collaboration Suite,33725,33751,cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E249,KEEP,NetWeaver Application Server ABAP,33887,33920,cpe:2.3:a:sap:netweaver_application_server_abap:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E250,KEEP,SAP NetWeaver Application Server Java,33922,33959,cpe:2.3:a:sap:netweaver_application_server_java:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E251,KEEP,ABAP Platform,33961,33974,cpe:2.3:a:sap:abap_platform:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E252,KEEP,SAP Content Server,33976,33994,cpe:2.3:a:sap:content_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E253,KEEP,SAP Web Dispatcher,34005,34023,cpe:2.3:a:sap:web_dispatcher:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E254,KEEP,Spring Cloud Function,34345,34366,cpe:2.3:a:vmware:spring_cloud_function:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E255,KEEP,Workspace ONE Access,34539,34559,cpe:2.3:a:vmware:workspace_one_access:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E256,KEEP,Identity Manager,34617,34633,cpe:2.3:a:vmware:identity_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E257,KEEP,vRealize Automation,34668,34687,cpe:2.3:a:vmware:vrealize_automation:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E258,KEEP,VMware Cloud Foundation,34705,34728,cpe:2.3:a:vmware:cloud_foundation:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E259,KEEP,vRealize Suite Lifecycle Manager,34743,34775,cpe:2.3:a:vmware:vrealize_suite_lifecycle_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E260,KEEP,Workspace ONE Access,34886,34906,cpe:2.3:a:vmware:workspace_one_access:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E261,KEEP,Identity Manager,34960,34976,cpe:2.3:a:vmware:identity_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E262,KEEP,vRealize Automation,34988,35007,cpe:2.3:a:vmware:vrealize_automation:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E263,KEEP,VMware Cloud Foundation,35075,35098,cpe:2.3:a:vmware:cloud_foundation:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E264,KEEP,vRealize Suite Lifecycle Manager,35150,35182,cpe:2.3:a:vmware:vrealize_suite_lifecycle_manager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E265,KEEP,WSO2 API Manager,35241,35257,cpe:2.3:a:wso2:api_manager:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E266,KEEP,WSO2 Identity Server,35290,35310,cpe:2.3:a:wso2:identity_server:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E267,KEEP,WSO2 Identity Server Analytics,35345,35375,cpe:2.3:a:wso2:identity_server_analytics:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E268,KEEP,WSO2 Identity Server as Key Manager,35409,35444,cpe:2.3:a:wso2:identity_server_as_key_manager:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E269,KEEP,WSO2 Enterprise Integrator,35479,35505,cpe:2.3:a:wso2:enterprise_integrator:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E270,KEEP,Zimbra Collaboration Suite,35588,35614,cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E271,KEEP,F5 BIG-IP,35715,35724,cpe:2.3:a:f5:big-ip:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E272,KEEP,Exchange Server,36043,36058,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E273,KEEP,QNAP NAS,36339,36347,cpe:2.3:h:qnap:nas:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E274,KEEP,Photo Station,36356,36369,cpe:2.3:a:qnap:photo_station:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E275,KEEP,Exchange Server,36474,36489,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E276,KEEP,FortiOS,36822,36829,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E277,KEEP,FortiProxy,36883,36893,cpe:2.3:a:fortinet:fortiproxy:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-215a,E278,KEEP,FortiSwitchManager,36944,36962,cpe:2.3:a:fortinet:fortiswitchmanager:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E95,KEEP,Zoho ManageEngine ServiceDesk Plus,3440,3474,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E97,KEEP,Apache Log4j,17077,17089,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E98,KEEP,Zoho ManageEngine ServiceDesk Plus,1470,1504,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E99,KEEP,Zoho ManageEngine ServiceDesk Plus,4299,4333,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E100,KEEP,Zoho ManageEngine ServiceDesk Plus,10422,10456,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E101,KEEP,Zoho ManageEngine ServiceDesk Plus,27424,27458,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E102,KEEP,Apache Log4j,27501,27513,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a,E103,KEEP,Zoho ManageEngine ServiceDesk Plus,36515,36549,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E99,KEEP,Zoho ManageEngine ServiceDesk Plus,9909,9943,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E100,KEEP,Apache Log4j,16303,16315,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E101,KEEP,Zoho ManageEngine ServiceDesk Plus,3213,3247,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E102,KEEP,Zoho ManageEngine ServiceDesk Plus,4073,4107,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E103,KEEP,Zoho ManageEngine ServiceDesk Plus,26213,26247,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E104,KEEP,Apache Log4j,26290,26302,cpe:2.3:a:apache:log4j:*:*:*:*:*:*:*:*,*,numeric_product_or_generation,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E105,KEEP,Zoho ManageEngine ServiceDesk Plus,34966,35000,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-250a-manageengine-cve-47966,E106,KEEP,Zoho ManageEngine ServiceDesk Plus,1548,1582,cpe:2.3:a:zohocorp:manageengine_servicedesk_plus:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-278a,E92,KEEP,"Telerik
®
 UI for ASP.NET",20568,20593,cpe:2.3:a:progress:telerik_ui_for_asp.net_ajax:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-278a,E93,KEEP,"VMware
®
 Horizon",20676,20693,cpe:2.3:a:vmware:horizon:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-278a,E94,KEEP,"Zimbra
®
 Collaboration Suite",20820,20849,cpe:2.3:a:zimbra:collaboration:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-289a,E1,KEEP,Atlassian Confluence,1094,1114,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-289a,E16,KEEP,Atlassian Confluence Data Center and Server,1513,1556,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-289a,E17,KEEP,Atlassian Confluence Data Center and Server,3069,3112,cpe:2.3:a:atlassian:confluence:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E11,KEEP,Citrix NetScaler ADC,4887,4907,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E12,REVISE_SPAN,NetScaler Gateway,4912,4929,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,NetScaler Gateway is the formal product identity; appliances is a descriptive plural suffix.
aa23-325a,E20,REVISE_SPAN,Citrix NetScaler,2192,2208,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retain the adjacent vendor-product identity and remove the explanatory product-class gloss.
aa23-325a,E21,KEEP,NetScaler Gateway,2252,2269,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E22,KEEP,NetScaler Gateway,6164,6181,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E23,KEEP,NetScaler Gateway,6224,6241,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E24,KEEP,NetScaler Gateway,6285,6302,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E25,KEEP,NetScaler Gateway,6346,6363,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E26,KEEP,NetScaler ADC,6146,6159,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E27,KEEP,NetScaler ADC,6206,6219,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E28,KEEP,NetScaler ADC,6267,6280,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E29,KEEP,NetScaler ADC,6328,6341,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E30,KEEP,NetScaler ADC,6385,6398,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E31,KEEP,NetScaler ADC,6429,6442,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a,E32,KEEP,NetScaler ADC,6474,6487,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a-citrix-bleed-cve-4966,E21,KEEP,Citrix NetScaler ADC,4610,4630,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a-citrix-bleed-cve-4966,E22,KEEP,NetScaler Gateway,4635,4652,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-325a-citrix-bleed-cve-4966,E23,REVISE_SPAN,Citrix NetScaler,1815,1831,cpe:2.3:a:citrix:netscaler_application_delivery_controller:*:*:*:*:*:*:*:*,*,,Retain the adjacent vendor-product identity and remove the explanatory product-class gloss.
aa23-325a-citrix-bleed-cve-4966,E24,KEEP,NetScaler Gateway,1875,1892,cpe:2.3:a:citrix:netscaler_gateway:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-339a,E25,KEEP,Adobe ColdFusion,4271,4287,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-339a,E53,KEEP,Adobe ColdFusion,966,982,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-339a,E54,KEEP,Adobe ColdFusion,1366,1382,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-339a,E56,REVISE_SPAN_AND_CPE,ColdFusion,1482,1492,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,2016 is an ordinary ColdFusion release version and is excluded from the product surface. MCPU product mentions normalize to the ColdFusion family; ordinary release constraints remain in source evidence.
aa23-339a,E57,REVISE_SPAN_AND_CPE,ColdFusion,1502,1512,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,11 is an ordinary ColdFusion release version and is excluded from the product surface. MCPU product mentions normalize to the ColdFusion family; ordinary release constraints remain in source evidence.
aa23-339a,E58,KEEP,Adobe ColdFusion,2712,2728,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-339a,E59,KEEP,Adobe ColdFusion,9370,9386,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-339a-coldfusion-cve-26360,E3,REVISE_SPAN_AND_CPE,Adobe ColdFusion,431,447,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retain the adjacent vendor-product identity and exclude the ordinary release phrase versions 2018. MCPU product mentions normalize to the ColdFusion family; ordinary release constraints remain in source evidence.
aa23-339a-coldfusion-cve-26360,E4,REVISE_CPE,Adobe ColdFusion,1997,2013,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,The surface is a product-family mention; do not encode an ordinary runtime release as the entity identity.
aa23-339a-coldfusion-cve-26360,E5,REVISE_CPE,Adobe ColdFusion,1468,1484,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,The surface is a product-family mention; do not encode an ordinary runtime release as the entity identity.
aa23-339a-coldfusion-cve-26360,E43,KEEP,Adobe ColdFusion,22,38,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-339a-coldfusion-cve-26360,E44,REVISE_SPAN_AND_CPE,ColdFusion,547,557,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,2016 is an ordinary ColdFusion release version and is excluded from the product surface. MCPU product mentions normalize to the ColdFusion family; ordinary release constraints remain in source evidence.
aa23-339a-coldfusion-cve-26360,E45,REVISE_SPAN_AND_CPE,ColdFusion,567,577,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,11 is an ordinary ColdFusion release version and is excluded from the product surface. MCPU product mentions normalize to the ColdFusion family; ordinary release constraints remain in source evidence.
aa23-339a-coldfusion-cve-26360,E46,KEEP,Adobe ColdFusion,942,958,cpe:2.3:a:adobe:coldfusion:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a,E80,KEEP,JetBrains TeamCity,1695,1713,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a,E81,KEEP,TeamCity,7813,7821,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a,E82,KEEP,JetBrains TeamCity,8841,8859,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a,E83,KEEP,JetBrains TeamCity,21641,21659,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a-play-ransomware,E78,KEEP,JetBrains TeamCity,1293,1311,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a-play-ransomware,E79,KEEP,TeamCity,7438,7446,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a-play-ransomware,E80,KEEP,JetBrains TeamCity,8477,8495,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-347a-play-ransomware,E81,KEEP,JetBrains TeamCity,20700,20718,cpe:2.3:a:jetbrains:teamcity:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-349a,E62,KEEP,SMB version 1,18964,18977,cpe:2.3:a:microsoft:server_message_block:1.0:*:*:*:*:*:*:*,1.0,numeric_product_or_generation|approved_non_wildcard_cpe,Retained after the full Configuration inventory audit under MCPU v2.
aa23-352a,E6,KEEP,FortiOS,5188,5195,cpe:2.3:o:fortinet:fortios:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-352a,E7,KEEP,Microsoft Exchange,5236,5254,cpe:2.3:a:microsoft:exchange_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa23-352a,E8,KEEP,SimpleHelp,5692,5702,cpe:2.3:a:simple-help:simplehelp:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa24-016a,E8,KEEP,PHPUnit,4017,4024,cpe:2.3:a:phpunit_project:phpunit:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa24-016a,E9,KEEP,Laravel,6471,6478,cpe:2.3:a:laravel:laravel:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
aa24-016a,E10,KEEP,Apache HTTP Server,6828,6846,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,*,,Retained after the full Configuration inventory audit under MCPU v2.
